Num_threads	10^6	10^7	10^8	10^9
35	0.0069488268345594	0.0105651788413525	0.0181731201708317	0.0924222920089960
36	0.0058034922927618	0.0114247798919678	0.0178749356418848	0.0860852610319853
37	0.0094309557229280	0.0102719195187092	0.0191064938902855	0.0829049784690142
38	0.0130608472973108	0.0098422452807426	0.0201684504747391	0.0836572520434856
39	0.0088449988514185	0.0102048836648464	0.0204777672886848	0.0855252314358950
40	0.0029292024672031	0.0110447149723768	0.0184080716222525	0.0810125488787889
41	0.0132282111793756	0.0124264322221279	0.0214065566658974	0.0787596028298140
42	0.0064361102879047	0.0110353704541922	0.0181106857955456	0.0768163301050663
43	0.0022239614278078	0.0092174127697945	0.0181990943849087	0.0826953884214163
44	0.0017635464668274	0.0100972641259432	0.0207340154796839	0.0773303944617510
45	0.0093196075409651	0.0095907140523195	0.0160857975482941	0.0887550693005323
46	0.0132923629134893	0.0116014428436756	0.0189448796212673	0.0786348953843117
47	0.0129215128719807	0.0112335618585348	0.0207105886191130	0.0779894579201937
48	0.0040047295391560	0.0116451803594828	0.0172547969967127	0.0777880843728781
49	0.0008938260376453	0.0099617220461369	0.0184224963188171	0.0784217223525047
50	0.0131981059908867	0.0089589584618807	0.0186800170689821	0.0795114535838366
51	0.0080311246216297	0.0097672175616026	0.0173097122460604	0.0866335153579712
52	0.0134201813489199	0.0100691542029381	0.0166115820407867	0.0828361079096794
53	0.0109945606440306	0.0103219900280237	0.0194104772061110	0.0774072866886854
54	0.0028710503131151	0.0099645659327507	0.0185519684106112	0.0779318504035473
55	0.0132418192923069	0.0114812266081572	0.0193228080868721	0.0824169669300318
56	0.0132789198309183	0.0107120331376791	0.0181407153606415	0.0778051678091288
57	0.0127861816436052	0.0095256593078375	0.0168576397001743	0.0779641110450029
58	0.0111226003617048	0.0104442141950130	0.0167624905705452	0.0779724143445492
59	0.0048717383295298	0.0106208350509405	0.0166925475001335	0.0753570795059204
60	0.0130629580467939	0.0085528686642647	0.0197309456765652	0.0754422280937433
61	0.0143100023269653	0.0116023071110249	0.0188434198498726	0.0758014719933271
62	0.0008349858224392	0.0112269431352615	0.0176769949495792	0.0794254694133997
63	0.0136948842555285	0.0110737357288599	0.0183710657060146	0.0751603122800589
64	0.0116227142512798	0.0104259625077248	0.0170991189777851	0.0765009239315987
65	0.0128164954483509	0.0102141600102186	0.0176628962159157	0.0749092452228069
66	0.0079901408404112	0.0105350147932768	0.0160317286849022	0.0753081385046244
67	0.0143741209059954	0.0105511166155338	0.0173010464757681	0.0748704552650452
68	0.0128940824419260	0.0097138747572899	0.0212700329720974	0.0720334567129612
69	0.0016912538558245	0.0105545975267887	0.0187038384377956	0.0728203229606152
70	0.0052827648818493	0.0094412092119455	0.0168136201798916	0.0740325361490250
71	0.0135375455021858	0.0102862991392612	0.0211319811642170	0.0746668893843889
72	0.0126179069280624	0.0106615122407675	0.0168937765061855	0.0742853198200464
73	0.0041541486978531	0.0094455830752850	0.0155614364892244	0.0749531164765358
74	0.0049096092581749	0.0094926338642836	0.0175870224833488	0.0768763098865747
75	0.0089472029358149	0.0098452694714069	0.0165354758501053	0.0781178157776594
76	0.0024934872984886	0.0135389838367701	0.0170935839414597	0.0781773097813129
77	0.0128817163407803	0.0103715822100639	0.0214139405637980	0.0804442226886749
78	0.0084549341350794	0.0107728272676468	0.0170634735375643	0.0800930622965097
79	0.0123390793800354	0.0102108430117369	0.0192520782351494	0.0786878995597362
80	0.0057718936353922	0.0110706541687250	0.0211434524506330	0.0817027322947979
81	0.0140984263271093	0.0104972235858440	0.0185445930808783	0.0813823275268078
82	0.0008595447987318	0.0100923582911491	0.0184398923069239	0.0778118096292019
83	0.0014120481908321	0.0097260653972626	0.0182022351771593	0.0748018957674503
84	0.0129636302590370	0.0104930650442839	0.0184586185961962	0.0783099532127380
85	0.0133716046810150	0.0117793448269367	0.0199715245515108	0.0781933732330799
86	0.0210629917681217	0.0103933200240135	0.0195829849690199	0.0764481700956821
87	0.0110014729201794	0.0111295215785503	0.0189870353788137	0.0755196169018745
88	0.0064386852085590	0.0100475825369358	0.0201971307396889	0.0777946528047323
89	0.0009652975946665	0.0094586338847876	0.0191229686141014	0.0746425684541464
90	0.0104144699871540	0.0090133678168058	0.0228009387850761	0.0730947926640511
91	0.0139880053699017	0.0133730184286833	0.0190268605947495	0.0718828931450844
92	0.0130057334899902	0.0106323964893818	0.0195530999451876	0.0716166693717241
93	0.0153730880469084	0.0114740673452616	0.0212048314511776	0.0762368384748697
94	0.0136146314442158	0.0093059863895178	0.0191470585763454	0.0723801717162132
95	0.0135733164846897	0.0122879516333342	0.0197644907981157	0.0733940307050943
96	0.0128857731819153	0.0105427779257298	0.0196008332073688	0.0768596008419991
97	0.0113200254738331	0.0097937267273664	0.0192364182323217	0.0766622293740511
98	0.0148845314979553	0.0108933992683887	0.0217438969761133	0.0756711419671774
99	0.0140102613717318	0.0091999314725399	0.0219864573329687	0.0750114422291517
100	0.0094497743993998	0.0107042655348778	0.0194002941250801	0.0790135841816664
-1	0.0014575846493244	0.0146235462278128	0.1471881348639727	1.4908342689275742
